|Index|q10_resp|q1_resp|q2_resp|q3_resp|q4_resp|q5_resp|q6_resp|q7_resp|q8_resp|q9_resp|qimg|stim_id|stim_txt|complement
195|230|False|Steam the slices for 10 minutes.|True|False|True|True|False|False|True|False|sweet-pumpkin-snack_2_0.jpg|4558_2|2) Steam the slices for 10 minutes.|2) 
196|231||Then divide&#160;it into five small doughs. |True|False|False|False|False|True|False||sweet-pumpkin-snack_8_0.jpg|1014_8|8) Then divide&#160;it into five small doughs. Each small dough weighs about&#160;20 grams.|8) Each small dough weighs about&#160;20 grams.
197|232|False|Let the dip cook inside the crock pot for about 20-25 mins. &#160;|True|False|True|False|False|False|True|False|easy-like-sunday-morningfootball-tailgate-dip_8_0.jpg|1777_8|Once all the ingredients are mixed in together, transfer the dip into the crock pot and set to high. &#160;Let the dip cook inside the crock pot for about 20-25 mins. &#160;After 20-25 mins, set the crock pot to warm.|Once all the ingredients are mixed in together, transfer the dip into the crock pot and set to high. &#160;After 20-25 mins, set the crock pot to warm.
198|233||Place the tea bags into the water filled jar.|True|False|False|False|False|True|False||sun-made-ice-tea_3_0.jpg|5230_3|Place the tea bags into the water filled jar. | 
199|234||Line two baking pans with foil. |True|False|False|False|False|True|False||chocolate-bacon-matzo-brittle_3_0.jpg|5631_3|Line two baking pans with foil. This is only optional if you like to wash pans that have been totally fracked up by molten sugary rock.|This is only optional if you like to wash pans that have been totally fracked up by molten sugary rock.
200|235||Just changing the shape of your sandwich can sometimes do the trick! You know what they say - we eat with our eyes - so next time you feel a bit of creativity come along - grab some cookie cutters and have some fun!|False|False|False|False|False|False|False||10-ways-to-use-sandwich-bread-for-lunch_2_0.jpg|1593_2|Just changing the shape of your sandwich can sometimes do the trick! You know what they say - we eat with our eyes - so next time you feel a bit of creativity come along - grab some cookie cutters and have some fun!|
201|236||Pour Macaroni and Cheese into the casserole dish|True|False|False|False|False|True|False||rich-and-creamy-baked-macaroni-and-cheese_12_0.jpg|5149_12|Pour Macaroni and Cheese into the casserole dish|
202|237||materials-ice cube tray-lollipops (different flavors)-juice (different flavors)-tape (not shown in the pic. but it's needed)|False|False|False|False|False|False|False||lolli-juice-cube-summer-treat_1_0.jpg|1138_1|materials-ice cube tray-lollipops (different flavors)-juice (different flavors)-tape (not shown in the pic. but it's needed)|
203|238||You will need the following - 1 box of your favorite pasta - 1 can of Campbell's&#160;Cheddar Cheese - 1 can of&#160;Campbell's&#160;Cream of Mushroom Soup - Breadcrumbs - 4 Tbsp salt - 18 oz. of extra sharp cheddar chese - Milk - Cutting Board - Knife - Large pot - Colander&#160; - Large Casserole Dish with lid - Wooden Spoon|True|False|False|False|False|False|False||rich-and-creamy-baked-macaroni-and-cheese_1_0.jpg|5149_1|You will need the following - 1 box of your favorite pasta - 1 can of Campbell's&#160;Cheddar Cheese - 1 can of&#160;Campbell's&#160;Cream of Mushroom Soup - Breadcrumbs - 4 Tbsp salt - 18 oz. of extra sharp cheddar chese - Milk - Cutting Board - Knife - Large pot - Colander&#160; - Large Casserole Dish with lid - Wooden Spoon Preheat you oven to 375| Preheat you oven to 375
204|239||Sponge Spam with paper towels.|True|False|False|False|False|True|False||spam_6_0.jpg|1393_6|Sponge Spam with paper towels.|
205|240|True|Mash the mixture of potatoes and the other boiled vegetables of step 2|True|False|False|False|False|False|True|False|pav-bhaji_4_0.jpg|3436_4|Mash the mixture of potatoes and the other boiled vegetables of step 2. The resultant paste is called gravy (is that correct spelling?). This mashing business is the toughest part as it requires quite some effort. Make sure peas are mashed as much as possible.|. The resultant paste is called gravy (is that correct spelling?). This mashing business is the toughest part as it requires quite some effort. Make sure peas are mashed as much as possible.
206|241|False|Mix all of the milk into the stove pot with the sugar-gelatin mix so that the sugar and gelatin are floating in the milk.|True|False|False|False|False|False|True|False|vanilla-panna_3_0.jpg|1008_2|Mix all of the milk into the stove pot with the sugar-gelatin mix so that the sugar and gelatin are floating in the milk.|
207|242||Instructions: 1/3 ice|False|False|False|False|False|False|False||black-squirt-xxx_2_0.jpg|5348_2|1/3 ice|1/3 ice
208|243|False|Start checking it at 30 seconds.|True|False|False|True|False|False|True|False|chocolate-chip-cookie-in-a-mug_5_0.jpg|2448_2|Cook your cookie for 40 seconds to 1 minute. Start checking it at 30 seconds. |Cook your cookie for 40 seconds to 1 minute.  
209|244|False|Mix in the pumpkin, stirring|True|False|False|True|False|False|True|False|pumpkin-white-chocolate-pudding_3_0.jpg|2115_2|Mix in the pumpkin, stirring|
210|245||Fill your jar with water. |True|False|False|False|False|True|False||sun-made-ice-tea_2_0.jpg|947_2|Fill your jar with water. The amount of water is to your choosing.|The amount of water is to your choosing.
211|246||place the meat in a leaky spoon for 10 minutes to leave out some water.|True|False|True|False|False|True|False||sweet-pumpkin-snack_3_0.jpg|4558_3|3) Then&#160;place the meat in a leaky spoon for 10 minutes to leave out some water.|3) Then&#160;
212|247||Take the ham and place it deli style on top of the pickles.|True|False|False|False|False|True|False||cuban-sandwich_9_0.jpg|478_9|Take the ham and place it deli style on top of the pickles. Deli style is half rolling it and placing them on top of each other. Go to a subway and watch how they put on the meat.| Deli style is half rolling it and placing them on top of each other. Go to a subway and watch how they put on the meat.
213|248||Pour all of the melted white chocolate over the semi-sweet chocolate bark layer and spread into a smooth layer.|True|False|False|False|False|True|False||homemade-peppermint-bark_5_0.jpg|1483_5|Pour all of the melted white chocolate over the semi-sweet chocolate bark layer and spread into a smooth layer.|
214|249||Combine the half and half, sugar and vanilla extract in the pint-size bag. |False|False|False|False|False|False|False||how-to-make-homemade-ice-cream-in-a-bag_1_0.jpg|2961_1|Combine the half and half, sugar and vanilla extract in the pint-size bag. Seal the bag tightly, so that none of the liquid will leak out.|Seal the bag tightly, so that none of the liquid will leak out.
215|250|False|On medium heat just toast up some bread with the center cut out of it, drop an egg in the center and let it cook up|True|False|False|True|False|False|True|True|10-ways-to-use-sandwich-bread-for-lunch_3_0.jpg|1593_3|This is perfect for using up any crust leftovers from your sandwich cutouts! On medium heat just toast up some bread with the center cut out of it, drop an egg in the center and let it cook up - you can also flit it to cook and toast the top side or do the whole thing in the oven! |This is perfect for using up any crust leftovers from your sandwich cutouts!  - you can also flit it to cook and toast the top side or do the whole thing in the oven! 
216|251||If using a 60 watt Epilog laser such as the one I used at TechShop San Francisco, set your speed to 100% and power to 35%.|False|False|False|False|False|False|False||how-to-laser-candy-lebron-james-ring-pop_3_0.jpg|2331_3|If using a 60 watt Epilog laser such as the one I used at TechShop San Francisco, set your speed to 100% and power to 35%. It worked for me, so obviously it will work wonders for you.| It worked for me, so obviously it will work wonders for you.
217|252||Use a spoon or ladle and fill the remaining area of the cups with brownie mix, but be careful not to fill them directly to the brim because they will overflow; just a little below the brim is perfect.|True|False|False|False|False|True|False||slutty-brownies_6_0.jpg|2199_6|Use a spoon or ladle and fill the remaining area of the cups with brownie mix, but be careful not to fill them directly to the brim because they will overflow; just a little below the brim is perfect.|
218|253||Pour apple mix over cake and spread evenly throughout. |True|False|False|False|False|True|False||apple-pie-poke-cake_7_0.jpg|2519_7|Pour apple mix over cake and spread evenly throughout. Refrigerate for 3-4 hours or overnight. |Refrigerate for 3-4 hours or overnight. 
219|254|False|wash the peanut butter off of the knife so that we will be able to use it for the jelly.|True|False|False|False|False|False|True|False|how-to-make-a-peanut-butter-jelly-sandwich-1_4_0.jpg|3589_4|Step four is to wash the peanut butter off of the knife so that we will be able to use it for the jelly.|Step four is to 
220|255||Enjoy Responsibly|False|False|False|False|False|False|False||black-squirt-xxx_6_0.jpg|2823_6|Enjoy Responsibly|
221|256||Crumble in the oxo cube&#160;|True|False|False|False|False|False|False||pepper-sauce_3_0.jpg|2640_3|Crumble in the oxo cube&#160;|
222|257||Once out of the bacon grease allow to cool slightly. Scalding hot molten marshmallow will burn your&#160;taste buds&#160;and all the goodness will go to waste. Now enjoy and spred the word of the Cheesy Strawberry Marshmallow Delight.|True|False|False|False|False|False|False||a-campers-cheesy-marshmallow_6_0.jpg|821_6|Once out of the bacon grease allow to cool slightly. Scalding hot molten marshmallow will burn your&#160;taste buds&#160;and all the goodness will go to waste. Now enjoy and spred the word of the Cheesy Strawberry Marshmallow Delight.|
223|258|False|Mix the ingredients together with a blender.|True|False|False|False|False|False|True|False|snowman-cake-balls_7_0.jpg|2436_7|Mix the ingredients together with a blender. | 
224|259|| The third step is to grab the piece of bread and spread the peanut butter onto the bread.|True|False|False|False|False|True|False||how-to-make-a-peanut-butter-jelly-sandwich-1_3_0.jpg|1046_3| The third step is to grab the piece of bread and spread the peanut butter onto the bread.|
225|260||Add a drizzle of olive oil to each jar. I like a lot of vinegar, so I slowly poured it on until the jar was about 1/4 full of vinegar. Cap and store in the fridge for 1-3 days. Serve with warm toast!|False|False|False|False|False|False|False||caprese-salad-to-go_4_0.jpg|2576_3|Add a drizzle of olive oil to each jar. I like a lot of vinegar, so I slowly poured it on until the jar was about 1/4 full of vinegar. Cap and store in the fridge for 1-3 days. Serve with warm toast!|
226|261||Cover and cook on the low-heat setting for 4&#189; hours. |True|False|True|False|True|False|False||slow-cooker-chicken-thighs-with-olives-and-fennel_4_0.jpg|2832_4|Cover and cook on the low-heat setting for 4&#189; hours. The chicken should be soft and cooked throughout, the fennel very tender.|The chicken should be soft and cooked throughout, the fennel very tender.
227|262||Pulse the onion and celery in the food processor.|False|False|False|False|False|False|False||killer-ketchup_2_0.jpg|4231_2|Pulse the onion and celery in the food processor.|
228|263||Put the tomato slice and some salt and pepper.|True|False|False|False|False|True|False||simple-blt_3_0.jpg|2484_3|Put the tomato slice and some salt and pepper.|
229|264|False|Fry the pumpkin doughs in pan.|True|False|False|False|False|False|True|False|sweet-pumpkin-snack_12_0.jpg|1014_12|12) Fry the pumpkin doughs in pan.&#160;If your pan has a limited size, you might want to fry them one after another, or three in one run, whatever suits you.|12) &#160;If your pan has a limited size, you might want to fry them one after another, or three in one run, whatever suits you.
230|265||Add salt and pepper to taste and blend for another half a minute.|True|False|True|False|False|True|False||basil-salsa_4_0.jpg|1644_4|Add salt and pepper to taste and blend for another half a minute. I didn&#8217;t have to add any salt as the capers added enough salt for me.| I didn&#8217;t have to add any salt as the capers added enough salt for me.
231|266||and yes I like Bacon...|False|False|False|False|False|False|False||swine-apple-4_5_0.jpg|2634_5|and yes I like Bacon... | 
232|267||Small plastic animals were used as cake toppers.|True|False|False|False|False|True|False||grand-canyon-birthday-cake_6_0.jpg|2113_3|Small plastic animals were used as cake toppers.|
233|268||Pour the hot water with the noodles and cover it for a minute then add the flavoring.|False|False|False|False|False|False|False||making-good-ramen_1_0.jpg|5066_1|Pour the hot water with the noodles and cover it for a minute then add the flavoring.Mix it.|Mix it.
234|269||Now mix the Ramen with the sauce that you have chosen when all mixed together you can top with cheese or leave plain. Now you have made Ramen noodle spaghetti all that is left is to eat.|False|False|False|False|False|False|False||ramen-noodle-spaghetti_4_0.jpg|1210_4|Now mix the Ramen with the sauce that you have chosen when all mixed together you can top with cheese or leave plain. Now you have made Ramen noodle spaghetti all that is left is to eat.|
235|270||Cover with foil|True|False|False|False|False|True|False||pumpkin-white-chocolate-pudding_5_0.jpg|857_4|Cover with foil and chill for at least 4 hours, if not overnight.| and chill for at least 4 hours, if not overnight.
236|271||After boiling, let it cool down to room temperature, then take it into a small bowl.|True|False|False|False|False|True|False||sweet-dessert-gulab-jamun_5_0.jpg|5668_4|Prepare sugar syrup. 1) In an medium-heat, boil cold water with sugar (the quantity varies on how much sugar you eat).2) Turn on heat to low and stir until the sugar dissolves completely in the water (it should take approximately 3-5 minutes). The longer you let it boil, the thicker the syrup will be.3) After boiling, let it cool down to room temperature, then take it into a small bowl.|Prepare sugar syrup. 1) In an medium-heat, boil cold water with sugar (the quantity varies on how much sugar you eat).2) Turn on heat to low and stir until the sugar dissolves completely in the water (it should take approximately 3-5 minutes). The longer you let it boil, the thicker the syrup will be.3) 
237|272||Then let the popcorn cool for around 5 minutes.|False|False|False|False|False|False|False||poppy-snows_3_0.jpg|3487_3|Then let the popcorn cool for around 5 minutes.|
238|273||Roll into bite size-balls |True|False|False|False|False|True|False||fart-balls_3_0.jpg|1021_3|Roll into bite size-balls (the size you roll them depends on how many you want to make).|(the size you roll them depends on how many you want to make).
239|274||Pour chocolate syrup into the bottom of the cup.|True|False|False|False|False|True|False||how-to-make-super-easy-chocolate-milk_2_0.jpg|2778_2|Pour chocolate syrup into the bottom of the cup.|
240|275||Place the roasted eggplant and cauliflower into the food processor with the onion and garlic.|True|False|False|False|False|True|False||eggplant-patties_3_0.jpg|2023_3|Place the roasted eggplant and cauliflower into the food processor with the onion and garlic.  Pulse until reasonably smooth (some small chunks are desirable) |  Pulse until reasonably smooth (some small chunks are desirable) 
241|276||Slightly darkened, hardened outer shell.|True|False|False|False|False|False|False||arepa-balls-who-doesnt-love-balls_4_0.jpg|5529_4|Slightly darkened, hardened outer shell. | 
242|277|| put everything together - mix + add pepper & salt|True|False|False|False|False|True|False||cashew-nut-tzatziki-super-fresh-healthy-spread_3_0.jpg|5257_3|  - put everything together  - mix + add pepper & salt|  - put everything together  - mix + add pepper & salt
243|278||Add melted butter to it|True|False|False|False|False|True|False||curd-jantikalucrispy-curd-snacks_2_0.jpg|1436_2|-Add melted butter to it|-
244|279||That's it! Nice and simple, and better tasting that store-bought in my opinion - without all the extra mystery ingredients.|False|False|False|False|False|False|False||homemade-peanut-butter-2-3_6_0.jpg|1326_6|That's it! Nice and simple, and better tasting that store-bought in my opinion - without all the extra mystery ingredients. This base recipe is easy to modify using honey, dark chocolate, cinnamon, pumpkin spice, vanilla, gingerbread seasoning...all of your favorite flavors can be turned into a peanut butter now!| This base recipe is easy to modify using honey, dark chocolate, cinnamon, pumpkin spice, vanilla, gingerbread seasoning...all of your favorite flavors can be turned into a peanut butter now!
245|280||Put the bowl in the microwave and cook as per normal bag popcorn standards. |True|True|False|True|True|False|False||poor-mans-popcorn_3_0.jpg|4117_3|Put the bowl in the microwave and cook as per normal bag popcorn standards. Heat on high until there are about 2-3 second between pops. Depending on how much you made and the power of your microwave, this is normally about 1:45 to 2:30 minutes.&#160;|Heat on high until there are about 2-3 second between pops. Depending on how much you made and the power of your microwave, this is normally about 1:45 to 2:30 minutes.&#160;
246|281|False|make sure to put everything away, wipe up the area, and wash your hands.|True|False|False|False|False|False|True|True|ultimate-pbj_9_0.jpg|4556_9|Have some manners! Unless you are living alone with ten cats who might appreciate the left out extras, make sure to put everything away, wipe up the area, and wash your hands. |Have some manners! Unless you are living alone with ten cats who might appreciate the left out extras,  
247|282||Place ham over cream cheese to look like skinned deer. Use stuffed olives for the eyeballs.Place on tray of lettuce and put deer sausage around skull.|True|False|False|False|False|True|False||menacing-venison-head_5_0.jpg|3224_5|Take finished base and cover in cream cheese. Place ham over cream cheese to look like skinned deer. Use stuffed olives for the  eyeballs.Place on tray of lettuce and put deer sausage around skull.Finished!|Take finished base and cover in cream cheese. Place ham over cream cheese to look like skinned deer. Use stuffed olives for the  eyeballs.Place on tray of lettuce and put deer sausage around skull.Finished!
248|283||When your oven has preheated, place them in for 5 minutes, until melted.|True|False|False|False|True|False|False||jolly-rancher-lollipops_3_0.jpg|3728_3|When your oven has preheated, place them in for 5 minutes, until melted.|
249|284|False|I, personally, did not and just ate it plain.|True|False|False|True|False|False|True|False|cup-cake-1_8_0.jpg|2529_6|If you would like you can gather frosting or other toppings and decorate your 'Cup' Cake before you eat it. I, personally, did not and just ate it plain. |If you would like you can gather frosting or other toppings and decorate your 'Cup' Cake before you eat it.  
250|285||Pour the pumpkin mixture into a greased dish.|True|False|False|False|False|True|False||pumpkin-white-chocolate-pudding_4_0.jpg|2115_3|Pour the pumpkin mixture into a greased dish.|
251|286||Next, you will add one Oreo to the center of each cup and press firmly so the cookie stays in place while baking. |True|False|False|False|False|True|False||slutty-brownies_5_0.jpg|2199_5|Next, you will add one Oreo to the center of each cup and press firmly so the cookie stays in place while baking. Be sure not to press too hard, otherwise the cookie will break!|Be sure not to press too hard, otherwise the cookie will break!
252|287||take the cheese ball out of the bowl and turn it over|True|False|False|False|False|True|False||olive-penguin_4_0.jpg|3661_3|take the cheese ball out of the bowl and turn it over then smooth the rounded side with your hand| then smooth the rounded side with your hand
253|288||Cover with cling film and leave for an hour The dough will have roughly doubled in size |True|False|True|False|False|True|False||cauldron-loaf_5_0.jpg|5252_4|Lightly oil the pan you plan to bake the loaf in and put the freshly kneaded dough into the pan Cover with cling film and leave for an hour The dough will have roughly doubled in size Remove from the pan and knead it back down to it's original size|Lightly oil the pan you plan to bake the loaf in and put the freshly kneaded dough into the pan Remove from the pan and knead it back down to it's original size
254|289|False|Measure 1/2 cup of water into a pan.|True|False|True|True|False|False|True|False|how-to-make-a-delicious-cup-of-hot-chai-latte_4_0.jpg|2964_4|Measure 1/2 cup of water into a pan.|
255|290||njoy making cute faces for all of the different snowmen! Let them dry, and they are ready to eat.|True|False|False|False|False|True|False||snowman-cake-balls_13_0.jpg|2436_13|Enjoy making cute faces for all of the different snowmen! Let them dry, and they are ready to eat.|E
256|291|False|Melt the coconut oil, maple syrup, and vanilla extract in a small saucepan. Then add the salt and cocoa powder and whisk until smooth.|True|False|False|True|False|False|True|False|chunky-chocolate-buckwheat-granola-1_2_0.jpg|5206_2|Melt the coconut oil, maple syrup, and vanilla extract in a small saucepan. Then add the salt and cocoa powder and whisk until smooth.|
257|292||Chop chocolate into small even sized chunks|True|False|False|False|False|True|False||how-to-melt-chocolate_1_0.jpg|1614_1|Chop chocolate into small even sized chunks (or use pre-packaged chips).| (or use pre-packaged chips).
258|293|False|Do the sanding over the wooden stand with the sanding paper, nice & smooth~2. Put on your gloves3. Shake the stain bottle before use, then pour on a disposable plate|True|False|False|False|False|False|True|False|cold-brew-coffee-maker-diy_2_0.jpg|4946_2|Now let's begin1. Do the sanding over the wooden stand with the sanding paper, nice & smooth~2. Put on your gloves3. Shake the stain bottle before use, then pour on a disposable plate |Now let's begin1.  
259|294||a sharp knife, a table knife, a teaspoon, a strainer,a plate.|True|False|False|False|False|False|False||ala-victorian-cake_1_0.jpg|3786_1|a sharp knife, a table knife, a teaspoon, a strainer,a plate.|
260|295|False|Cut the cheese in half and use a slice and a half filling the spaces of the bread allowing the gooey cheese to get everywhere.|True|False|False|False|False|False|True|True|cuban-sandwich_6_0.jpg|5154_6|Cut the cheese in half and use a slice and a half filling the spaces of the bread allowing the gooey cheese to get everywhere.|
261|296||See photos and full recipe with directions at my blog Petite Allergy Treats|False|False|False|False|False|False|False||twix-candy-bar-copycat-gluten-free_4_0.jpg|1760_4|See photos and full recipe with directions at my blog Petite Allergy Treats|
262|297||On a floured work surface, form the dough into a rectangle shape.|True|False|False|False|False|True|False||braided-nutella-bread_5_0.jpg|3781_5|On a floured work surface, form the dough into a rectangle shape.|
263|298||Chocolate bar or chipsPretzels or pretzel sticks|False|False|False|False|False|False|False||chocolate-covered-pretzels_1_0.jpg|2685_1|Chocolate bar or chipsPretzels or pretzel sticks|
264|299||Pink Pork Product.|True|False|False|False|False|False|False||spam_1_0.jpg|1393_1|Pink Pork Product.|
265|300||Place the shredded veggie burger on top of the assembled pizzas|True|False|False|False|False|True|False||healthy-rice-cake-pizza_8_0.jpg|5545_8|Place the shredded veggie burger on top of the assembled pizzas|
266|301||Drain the ground beef leaving a small amount of grease in the pot with the ground beef and add the rotel, cream of chicken soup, taco seasoning,chopped jalapeno and 1 soup can full of water.|True|False|True|False|False|True|False||tamale-pie_3_0.jpg|5707_3|Drain the ground beef leaving a small amount of grease in the pot with the ground beef and add the rotel, cream of chicken soup, taco seasoning,chopped jalapeno and 1 soup can full of water.|
267|302||For an ultimate PBJ you might need peanut butter, jelly, bananas, honey, and anything else that might sound yummy to you personally.|True|False|False|False|False|False|False||ultimate-pbj_2_0.jpg|4556_2|For an ultimate PBJ you might need peanut butter, jelly, bananas, honey, and anything else that might sound yummy to you personally. Lay out the two slices of bread next to each other on a clean counter or plate. | Lay out the two slices of bread next to each other on a clean counter or plate. 
268|303||I would recommend cooking in more than one step so that it is not overdone or you have a mess in the microwave.|True|False|False|False|True|False|False||batchelor-lasagna_7_0.jpg|526_7|All microwaves are different. I would recommend cooking in more than one step so that it is not overdone or you have a mess in the microwave.Using a loose cover is a good idea.&#160; I think we did it in two steps for a total of three minutes. Your mileage way very.|All microwaves are different. Using a loose cover is a good idea.&#160; I think we did it in two steps for a total of three minutes. Your mileage way very.
269|304|False|Cook the rice in your rice cooker or pot|True|False|False|False|False|False|True|False|spicy-omurice-recipe_2_0.jpg|1000_2|Cook the rice in your rice cooker or pot, I added a little butter to the rice after it was done to add some flavour. |, I added a little butter to the rice after it was done to add some flavour. 
270|305||Cut the bananas into 1 inch slices and freeze them. Freeze them on a tray, and when frozen take out put into plastic bags.|True|False|True|False|False|True|False||chai-tea-smoothie_3_0.jpg|4560_2|Cut the bananas into 1 inch slices and freeze them. Freeze them on a tray, and when frozen take out put into plastic bags.|
271|306||Once you have poured all of your drinks into the glasses, top with the foam topping you made|True|False|False|False|False|True|False||harry-potter-butterbeer_6_0.jpg|2582_4|Once you have poured all of your drinks into the glasses, top with the foam topping you made.Serve the drinks and your done! :D *Please let me know what you think and if there is anything i could improve on, or that you feel would make it taste better. |.Serve the drinks and your done! :D *Please let me know what you think and if there is anything i could improve on, or that you feel would make it taste better. 
272|307||Your going to need 2 apples one a little smaller than the other. |True|False|False|False|False|False|False||how-to-make-a-apple-owl_1_0.jpg|2589_1|Your going to need 2 apples one a little smaller than the other. And if you need it maybe a little peanut butter.|And if you need it maybe a little peanut butter.
273|308|True|Once cooled, take a knife to carefully separate the brownie from the pan and remove onto a plate.|True|False|False|False|False|False|True|True|slutty-brownies_7_0.jpg|1219_7|Place the cupcake pans in the oven set at 350&#176; Fahrenheit and let bake for about 18 minutes. Once cooled, take a knife to carefully separate the brownie from the pan and remove onto a plate.|Place the cupcake pans in the oven set at 350&#176; Fahrenheit and let bake for about 18 minutes. 
274|309||make your favorite cheese ball recipe and put it in a bowl filled with plastic wrap|True|False|False|False|False|True|False||olive-penguin_2_0.jpg|3661_1|make your favorite cheese ball recipe and put it in a bowl filled with plastic wrap|
275|310||Next get a table spoon of hot chocolate powder and mix the ingrenadianats|True|False|False|False|False|False|False||sweet-mochas_3_0.jpg|4833_3|Next get a table spoon of hot chocolate powder and mix the ingrenadianats|
276|311||Re-oil the pan and place the dough back into itBake in a pre-heated oven at 200 degrees for 30 minutes with the lid on and 15 with the lid offThe loaf should sound hollow when you tap it on the bottom when cooked|False|False|False|False|False|False|False||cauldron-loaf_6_0.jpg|156_5|Re-oil the pan and place the dough back into itBake in a pre-heated oven at 200 degrees for 30 minutes with the lid on and 15 with the lid offThe loaf should sound hollow when you tap it on the bottom when cooked|
277|312|| A little trick I learned is to put both slices of bread in the same slot of the toaster. This will toast only one side of each slice of bread for the perfect amount of crunch.|True|False|False|False|True|False|False||how-to-make-a-simple-tuna-sandwich_6_0.jpg|586_6|This is a key step. A little trick I learned is to put both slices of bread in the same slot of the toaster. This will toast only one side of each slice of bread for the perfect amount of crunch.|This is a key step.
278|313||but 4 nuts on your 4 bolts as picture shows.|True|False|False|False|False|True|False||altoids-mini-bbq-pit_6_0.jpg|812_6|but 4 nuts on your 4 bolts as picture shows.|
279|314||Line two baking pans with foil. |True|False|False|False|False|True|False||chocolate-bacon-matzo-brittle_3_0.jpg|1297_3|Line two baking pans with foil. This is only optional if you like to wash pans that have been totally fracked up by molten sugary rock.|This is only optional if you like to wash pans that have been totally fracked up by molten sugary rock.
280|315|False|Turn pineapple slices and cook the other side another 4&#8211;7 minutes depending on how ripe the pineapple is. |True|False|False|True|False|False|True|True|how-to-make-grilled-chicken-and-pineapple-sandwich_6_0.jpg|5316_6|Place slightly oiled and seasoned pineapple slices on grill or in skillet. Allow to cook for 5&#8211;7 minutes.  Turn pineapple slices and cook the other side another 4&#8211;7 minutes depending on how ripe the pineapple is.  The pineapple is done when it&#8217;s soft on the inside and charred on the outside. Remove from the grill, cover and set aside.|Place slightly oiled and seasoned pineapple slices on grill or in skillet. Allow to cook for 5&#8211;7 minutes.   The pineapple is done when it&#8217;s soft on the inside and charred on the outside. Remove from the grill, cover and set aside.
281|316||Who remembers this from their childhood?These homemade uncrustables can be filled with anything! - The classic peanut butter and jam is delicious but any leftovers from dinner also work amazingly too!If you don't have an uncrustable sandwich crimper - just go around the outside with the back of a fork!|False|False|False|False|False|False|False||10-ways-to-use-sandwich-bread-for-lunch_4_0.jpg|5065_4|Who remembers this from their childhood?These homemade uncrustables can be filled with anything! - The classic peanut butter and jam is delicious but any leftovers from dinner also work amazingly too!If you don't have an uncrustable sandwich crimper - just go around the outside with the back of a fork!|
282|317|False|Using a table knife, spread your jam on the bottom cake oversoaked cream.|True|False|False|False|False|False|True|False|ala-victorian-cake_7_0.jpg|1464_5|Using a table knife, spread your jam on the bottom cake oversoaked cream.|
283|318|False|While the semi-sweet chocolate sets, temper the white using a double boiler over just barely simmering water. |True|False|False|True|False|False|True|False|homemade-peppermint-bark_4_0.jpg|3959_4|While the semi-sweet chocolate sets, temper the white using a double boiler over just barely simmering water. Once melted, stir in &#188; teaspoon peppermint extract.|Once melted, stir in &#188; teaspoon peppermint extract.
284|319|True|Knead the dough for 7 minutes|True|False|False|False|False|False|True|False|cauldron-loaf_4_0.jpg|5252_3|Flour a surface and turn the dough out onto itKnead the dough for 7 minutes |Flour a surface and turn the dough out onto it 
285|320|False| Add 2 &#189; cups of flour to the mixture and combine until all the flour is mixed in.|True|False|True|False|False|False|True|True|chocolate-chip-cookies-2_3_0.jpg|179_3|Add 2 &#189; cups of flour to the mixture and combine until all the flour is mixed in.|Add 2 &#189; cups of flour to the mixture and combine until all the flour is mixed in.
286|321||Cover each chicken breast with a piece of plastic wrap. Place on a cutting board. Using a mallet or rolling pin, pound out chicken breasts so they are an even thickness (about &#188;-inch thick). Season both sides with salt and pepper.|False|False|False|False|False|False|False||how-to-make-grilled-chicken-and-pineapple-sandwich_1_0.jpg|1934_1|Cover each chicken breast with a piece of plastic wrap. Place on a cutting board. Using a mallet or rolling pin, pound out chicken breasts so they are an even thickness (about &#188;-inch thick).  Season both sides with salt and pepper.|Cover each chicken breast with a piece of plastic wrap. Place on a cutting board. Using a mallet or rolling pin, pound out chicken breasts so they are an even thickness (about &#188;-inch thick).  Season both sides with salt and pepper.
287|322|False|Strain tea into mug.|True|False|False|False|False|False|True|False|how-to-make-a-delicious-cup-of-hot-chai-latte_11_0.jpg|2964_11|Strain tea into mug.|
288|323||the butter will soak through so i use 2.|False|False|False|False|False|False|False||buttered-air-popped-brown-bag-popcorn_1_0.jpg|2226_1|the butter will soak through so i use 2.|
289|324||Mine is an automatic boiler so it would stop boiling by itself. However, you can use a microwave to heat up water, microwave the water for around 3-5 minutes.|False|False|False|False|False|False|False||making-orange-tea-using-peels_2_0.jpg|2975_2|Mine is an automatic boiler so it would stop boiling by itself. However, you can use a microwave to heat up water, microwave the water for around 3-5 minutes.|
290|325||Now be careful here. Improper injection can&#160;result&#160;in a failed sweet to savory ratio. I had a&#160;little&#160;blow out on the other side. I am considering contacting Great Value about can pressure for injection&#160;applications.|False|False|False|False|False|False|False||a-campers-cheesy-marshmallow_2_0.jpg|821_2|Now be careful here. Improper injection can&#160;result&#160;in a failed sweet to savory ratio. I had a&#160;little&#160;blow out on the other side. I am considering contacting Great Value about can pressure for injection&#160;applications.|
291|326||After blending pour into glasses & enjoy !|True|False|False|False|False|True|False||phantom-berry-smoothie_5_0.jpg|910_5|After blending pour into glasses & enjoy ! | 
292|327|False|Take 1/2 a cup of popcorn seeds and &#160;pour inside paper lunch bag.|True|False|True|True|False|False|True|False|homemade-microwavable-popcorn_1_0.jpg|2380_1|Take 1/2 a cup of popcorn seeds and &#160;pour inside paper lunch bag.|
